,text,time_created,user
463,"We might actually not be able to do this since `TensorFrames` name the output column to the operation name ([we do this in tf_image module](https://github.com/databricks/spark-deep-learning/blob/master/python/sparkdl/transformers/tf_image.py#L140-L144)). 
If there are two tensor outputs from the same operation, there will be a column name conflict. ",2017-09-13 20:39:13,phi-dbq
464,I will document the actual converted type here and indicate what types are automatically converted. ,2017-09-13 20:42:32,phi-dbq
465,That sounds very useful. Shall we make a separate PR to refactor the `test_build_...` tests?,2017-09-13 20:45:06,phi-dbq
466,"My comment was, the user should give a mapping {dataframe column name : tensor name} not {data frame column name : tensor object} but the documentation says otherwise. They don't need to know about internal conversions.",2017-09-13 20:46:01,sueann
467,"I see. We only output one tensor/op in the image transformers so this is not a problem there. 1/ Could we put a check in the output mappings and warn if there are two tensors with the same op name? 
2/ Let's make sure users only deal with tensor names and op names are internal (not sure if this is already true in the code).",2017-09-13 20:50:09,sueann
468,"I'd just refactor here. It's not a adding another feature, just making the code more readable and debuggable as it should have been.",2017-09-13 20:51:07,sueann
469,Refactored so that the conversion logic lives here. ,2017-09-13 21:28:53,phi-dbq
470,"When the user specifically indicated not to use SignatureDef by setting `signature_def_key=None`, we expect the operation names to be provided.  
When they want to use signature_def, they will call `get_params_from_XXX` to construct parameters. ",2017-09-13 21:38:14,phi-dbq
471,They are YAPF'ed along with the rest of this module. Looks like PySpark could improve on format/style. Will convert them back to PySpark. ,2017-09-13 21:44:39,phi-dbq
472,all rows (not elements)?,2017-09-13 22:48:51,sueann
473,this variable is unnecessary ,2017-09-13 22:49:49,sueann
474,this shouldn't be possible anymore,2017-09-13 22:51:44,sueann
475,create a separate test for this section. tests should be as small as possible so it's easy to identify what is failing without having to rerun the tests with prints etc.,2017-09-21 20:50:43,sueann
476,"actually, isn't this covered by the case `[('a', 1), ('b', 2)]` above already?",2017-09-21 20:51:51,sueann
477,"does the test pass if just one of `asColumnToTensorNameMap` and `asTensorNameToColumnMap` fail? there are many cases being tested here and it's hard to figure out what exactly we're expecting. if both of them should fail, we should split them into two `with self.assertRaises` sections.",2017-09-21 20:54:11,sueann
478,"what was the final verdict on the python style here? I think the original here was the one? i.e. 
```
  blah = Function(abcdefg, hijklmnopqrstuv,
                  wxyzlmnopaodifjwoeirjawoijr)
```
cc @MrBago @jkbradley ",2017-09-21 20:56:23,sueann
479,the style is inconsistent among the files in this PR so we should pick the style and make them consistent.,2017-09-21 20:57:19,sueann
480,i thought we were supporting only tensor names not op names per the design doc. do we need this conversion logic in that case (if we support only tensor names)? it'd be better to support just the tensor name and avoid as much conversion logic as possible.,2017-09-21 21:09:06,sueann
481,Confirmed with team that's the style we'll go with - please change the style for all the instances in the PR. Thanks!,2017-09-21 21:14:31,sueann
482,Did that. Please check the `params_test.py` module and see if you like the way these tests are added.,2017-09-25 18:05:17,phi-dbq
483,Did this as well. See above,2017-09-25 18:05:33,phi-dbq
484,Did this with changed YAPF,2017-09-25 18:05:45,phi-dbq
485,Updated this to only allow strict tensor names. ,2017-09-25 18:19:50,phi-dbq
486,"`_try_convert_tf_tensor_mapping` gets used twice, once with `is_key_tf_tensor=True` and once with `is_key_tf_tensor=False`. This means there really should just be two different functions. Try writing out the logic directly in `asColumnToTensorNameMap` and `asTensorNameToColumnMap`. If there are small bits of code that are sharable you can have helper functions, but let's not even do that and see how it looks. I bet it is much shorter and simpler. It is okay to have *some* duplicated code if the duplicated code is not complicated.",2017-09-25 18:50:01,sueann
487,"Other values will just get ignored, not result in errors, right? We can say ""Currently used values are: ""...",2017-09-25 18:52:17,sueann
488,"nit: put the public methods at the top. In general, the most important content should be at the top of the file, because this is where you start reading from.",2017-09-25 21:16:52,thunterdb
489,"I do not see the need for putting all these methods in a class object and declaring them `static`: only this class is defined in the file, all these methods are internal, and they do different things (they are not all constructor methods for the class, for instance). There is no reason in my mind to put them in a class. The file can be renamed `type_converters.py` though to help understanding.",2017-09-25 21:20:21,thunterdb
490,"put a 3-line comments that explains what this file does. In general, it should always be the case.",2017-09-25 21:24:06,thunterdb
491,do not use default arguments in private functions unless there are some very compelling reasons. This is a user-facing feature for API design.,2017-09-25 21:27:13,thunterdb
492,"put docs for each of these methods. What are the inputs? What are the outputs? It is impossible in python to know that unless you follow through the code, and you will be hard pressed to know what these functions do in 6 months.",2017-09-25 21:28:58,thunterdb
493,`tf.Graph` to be more precise.,2017-09-25 21:29:20,thunterdb
494,"+1. You interleave condition checks for for `is_key_tf_tensor` 4 times in that function, it is best to split out.",2017-09-25 21:31:27,thunterdb
495,nit: it is better to start with the type because it is very short and descriptive. The value itself my be a monster string and you want to put the most relevant info first.,2017-09-25 21:32:25,thunterdb
496,"@phi-dbq sorry, this file is beyond my cognitive load to comprehend.

If I am having a hard time to understand it now, I will definitely have an even harder time to diagnose why a test a failing. Please write down every test separately using a function. A test has multiple purposes, in order of priorities:
  1. provide through some examples the specification of a function
  2. when a modification is done subsequently, provide some assistance in diagnosing the failure
  3. and least important, test a specific implementation

This current file is probably right on the last point, but I am not able to verify the first point, and I am certain it will be not be of assistance for the second point. I am happy to discuss it more if you want. ",2017-09-25 21:43:01,thunterdb
497,"Please do not go meta, see my comment above.",2017-09-25 21:43:32,thunterdb
498,remove this,2017-09-25 21:53:27,phi-dbq
499,I updated the test cases by using [parameterized](https://github.com/wolever/parameterized)  to generate individual test functions. ,2017-09-25 23:33:45,phi-dbq
500,"This class has been there since we created this package.
https://github.com/databricks/spark-deep-learning/blob/789d2a68feeec1892af2c97e3a90a047545e1f70/python/sparkdl/transformers/param.py#L97

The reason we had it in this format is to match the `TypeConverter` in Spark MLlib.
https://github.com/apache/spark/blob/master/python/pyspark/ml/param/__init__.py#L77",2017-09-26 01:10:48,phi-dbq
501,"this is much more readable! one question for you -- if the test fails on one of the cases, what would the output look like? will i be able to quickly identify which test case failed?",2017-09-26 03:04:12,sueann
502,"'tensor name required' should be good enough, since it's not clear what ""strict tensor name"" is to everyone.",2017-09-26 03:04:38,sueann
503,same here,2017-09-26 03:04:43,sueann
504,nit: get -> got,2017-09-26 03:04:54,sueann
505,"Thanks :D 
The test cases will be appended to the docstring of the base test function.
Here is what it looks like if a test fails. 
```
============= Running the tests in: tests/param/params_test.py =============
Using TensorFlow backend.
Test invalid column name to tensor name mapping [with data=['a1', 'b2'], description='required pair but got single element'] ... ok
Test invalid column name to tensor name mapping [with data=('c3', 'd4'), description='required pair but got single element'] ... ok
Test invalid column name to tensor name mapping [with data=[('a', 1), ('b', 2)], description='only accept dict, but got list'] ... ok
Test invalid column name to tensor name mapping [with data={1: 'a', 2.0: 'b'}, description='wrong mapping type'] ... ok
Test invalid column name to tensor name mapping [with data={'a': 1.0, 'b': 2}, description='wrong mapping type'] ... ok
Test invalid column name to tensor name mapping [with data={'colB': 'tnsrOpB', 'colA': 'tnsrOpA'}, description='tensor name required'] ... ok
Test invalid column name to tensor name mapping [with data={'colB': 'tnsrOpB:1', 'colA': 'tnsrOpA:0'}, description='tensor name required'] ... FAIL
Test invalid tensor name to column name mapping [with data=['a1', 'b2'], description='required pair but got single element'] ... ok
Test invalid tensor name to column name mapping [with data=('c3', 'd4'), description='required pair but got single element'] ... ok
Test invalid tensor name to column name mapping [with data=[('a', 1), ('b', 2)], description='only accept dict, but got list'] ... ok
Test invalid tensor name to column name mapping [with data={1: 'a', 2.0: 'b'}, description='wrong mapping type'] ... ok
Test invalid tensor name to column name mapping [with data={'a': 1.0, 'b': 2}, description='wrong mapping type'] ... ok
Test invalid tensor name to column name mapping [with data={'tnsrOpB': 'colB', 'tnsrOpA': 'colA'}, description='tensor name required'] ... ok
Test valid input mapping conversion ... ok
Test valid output mapping conversion ... ok

======================================================================
FAIL: Test invalid column name to tensor name mapping [with data={'colB': 'tnsrOpB:1', 'colA': 'tnsrOpA:0'}, description='tensor name required']
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""/usr/local/lib/python2.7/site-packages/parameterized/parameterized.py"", line 392, in standalone_func
    return func(*(a + p.args), **p.kwargs)
  File ""/Users/philipyang/CodeBase/spark-deep-learning/python/tests/param/params_test.py"", line 71, in test_invalid_input_mapping
    SparkDLTypeConverters.asColumnToTensorNameMap(data)
AssertionError: TypeError not raised

----------------------------------------------------------------------
Ran 15 tests in 0.002s
```",2017-09-26 18:27:44,phi-dbq
506,Standardized all the converter err msgs,2017-09-26 18:52:36,phi-dbq
507,change doc ?,2017-09-26 18:54:58,phi-dbq
508,change doc?,2017-09-26 18:55:09,phi-dbq
509,yet another module I was not aware of.,2017-09-26 21:59:10,thunterdb
510,mark as change doc => will modify as the last step,2017-09-27 17:14:02,phi-dbq
511,"mark as change doc => will modify as the last step
",2017-09-27 17:14:15,phi-dbq
512,"mark as change doc => will modify as the last step
",2017-09-27 17:15:41,phi-dbq
513,"As a part of refactoring, this function has changed already.

In general, though, I would say having default arguments is quite useful at least for the following reasons. 
1. Serve as type annotation: in most IDEs, the signature is the only thing to show when browsing code. 
2. In certain cases, provide meaningful default settings. ",2017-09-27 17:26:24,phi-dbq
514,"mark as change doc => will modify as the last step
",2017-09-27 17:26:43,phi-dbq
515,"Adding methods to a test class programmatically is a must for our use case. The unit-test framework we use does not have good support for parameterized tests, leaving us no choice but to look externally.

Meta-classes are a supported feature in python [from Guido's treatise](https://www.python.org/download/releases/2.2.3/descrintro/#metaclasses).
In fact, we use it already [in this codebase](https://github.com/databricks/spark-deep-learning/blob/master/python/sparkdl/transformers/keras_applications.py#L37).
It might require some effort to parse, but they are natively supported, making the test infra easier to maintain.

On the other hand, using an external project might make code look cleaner, but it might also add considerable maintenance burden to us. Fortunately, the one we found, [parameterized](https://github.com/wolever/parameterized), is an actively maintained small project. ",2017-09-27 17:46:27,phi-dbq
516,"Noted, thanks! Please see my response above. ",2017-09-27 17:47:15,phi-dbq
517,"In general, I believe this thread https://stackoverflow.com/questions/2438473/what-is-the-advantage-of-using-static-methods-in-python provides good explanations as to why we might want to use static method sometimes. ",2017-09-27 17:53:40,phi-dbq
518,"As part of refactoring, this helper function has gone away. 

I wanted to combine them in the first place so that I do not have to duplicate the type checking logic. 
It is always a trade-off. I hope that in this refactored version, the balance is tipped to our preference. ",2017-09-27 17:57:34,phi-dbq
519,"Convert the given value to a mapping, from a column name tf.Tensor name if possible. The result will be a list of string pairs, sorted by the key (column name).
",2017-09-27 18:17:33,sueann
520,"^ not sure if it's sorted by key or value, so please make it correct :-)",2017-09-27 18:17:53,sueann
521,"I prefer returning early in the function for clarify as well as less indentation, e.g.
``` 
  if not isinstance(...):
    raise TypeError(...)
  
  # more complex logic here
```
but it's treated as more of a personal preference currently here.",2017-09-27 18:19:50,sueann
522,this comment was for tensor_name below,2017-09-27 18:32:15,sueann
523,ok sounds good.,2017-09-27 20:23:00,thunterdb
524,"yet another model I did not know about, great finding and usage!",2017-09-27 20:23:26,thunterdb
525,"this is not doing any conversion, this is just checking the cast.",2017-09-27 20:26:42,thunterdb
526,"Do not return different things, especially in python in which it is hard to track. From the way you are using it, it should always be a string.",2017-09-27 20:28:38,thunterdb
527,"it is not a converter, it does not convert anything. This function should be called something like `buildCheckList`",2017-09-27 20:32:56,thunterdb
528,"same thing, this is not a conversion.",2017-09-27 20:33:30,thunterdb
529,I feel we already have a million of these methods.,2017-09-27 20:34:32,thunterdb
530,"I know that some modules in Spark do implement some static functions in classes, but I question the use of this pattern in this module, because these are all internal, disparate functions that do not need to be associated together, and we do not have a strong focus on exposing a developer API like MLlib.

@MrBago , do you see some compelling reasons for grouping functions together in this context? I knows some other modules have this pattern, but my sense is that this is not the pythonic way of doing things.",2017-09-27 22:22:31,thunterdb
531,Is that good or bad @thunterdb ? :-),2017-09-27 23:39:12,sueann
532,I think this case is okay since it really is the convention in Spark ML... :-(,2017-09-27 23:39:52,sueann
533,"I agree with @thunterdb  on that function naming should be precise. However, the entire Spark MLlib Param class promotes this idea of a ""TypeConverter"", so I think it's actually more confusing if we start naming things not similarly to the ones in Spark MLlib (i.e., XXConverter, toYY)... Unless @jkbradley says otherwise :-P",2017-09-27 23:42:44,sueann
534,"Talked with @jkbradley and he didn't have strong opinions, but since all of these functions return the input value if it is of type Y in toY(), we should keep the function names toY(). ",2017-09-28 00:30:21,sueann
535,"These _get_strict... functions don't actually convert anything, so we don't need to call functions that looks like they do. Instead of the _get_strict_... functions, I'd create two functions: `_check_is_str` and `_check_is_tensor_name` that throw errors if the types are not right (the latter can use the former inside). Then this section becomes (from line 71-75):
```
for tensor_name, col_name in value.items():
  _check_is_str(col_name)
  _check_is_tensor_name(tensor_name)
```


",2017-09-28 00:40:18,sueann
536,"As per my comment above, this can be changed to `_check_is_tensor_name(name)` that just checks that name is a string (using `_check_is_str`) and that doesn't have a "":"".

The current logic in `_get_strict_tensor_name` duplicates checks in `as_tensor_name`, and `as_tensor_name` does more than what we want here, so there is no need to call that. I understand we want to potentially give more descriptive error messages, but I think just checking that it roughly looks like a tensor name is good enough (and that's all we're doing here currently anyway).",2017-09-28 00:41:57,sueann
537,ok,2017-09-28 16:27:14,thunterdb
538,"It is amazing! Python comes with batteries, spare tires and driving maps included.",2017-09-28 16:28:37,thunterdb
539,"+1 with Sue Ann. These functions are trivial, but this is good practice in the future.",2017-09-28 16:29:18,thunterdb
540,"given the context, it is sorted by key, but it is subtle indeed (lexicographic order on pairs)",2017-09-28 16:30:19,thunterdb
541,"These are only used in the current file, no need to put them inside the class. ",2017-09-29 01:34:13,phi-dbq
542,best off putting them into `setParams` so that it is clear they are set there.,2017-09-29 01:35:23,phi-dbq
543,setting `inputTensor=utils.IMAGE_INPUT_PLACEHOLDER_NAME` will cause TensorFlow to throw an error since `utils.IMAGE_INPUT_PLACEHOLDER_NAME` cannot be interpreted as a Tensor name. ,2017-09-29 01:36:31,phi-dbq
544,removing private constants out of class def,2017-09-29 01:36:58,phi-dbq
545,removing private constants out of class def,2017-09-29 01:37:02,phi-dbq
546,removing private constants out of class def,2017-09-29 01:37:07,phi-dbq
547,"I think the reason why I started it this way are:
- There are other private methods that we don't want to export. Otherwise, we have to manually specify every single exported method. 
- MLlib developers have used this pattern for a while. They may feel more comfortable using it this way.",2017-09-29 01:40:59,phi-dbq
548,"Interestingly, Google uses something like this in their testing framework https://github.com/abseil/abseil-py/blob/master/absl/testing/parameterized.py",2017-09-29 05:06:49,phi-dbq
549,"Done. All the ""converters"" follow this convention. ",2017-09-29 05:09:37,phi-dbq
550,definition -> defining,2017-09-29 22:31:38,sueann
551,"These aren't really ""Factory methods"". ""Methods"" should be fine.",2017-09-29 22:31:58,sueann
552,the function name is self-explanatory so you don't need this comment. comments aren't alway good because the code logic can change and the comment can be forgotten and not changed. there are lots of wrong comments in many codebases. ,2017-09-29 22:34:34,sueann
553,remove comment - this should be obvious,2017-09-29 22:34:42,sueann
554,remove comment,2017-09-29 22:34:49,sueann
555,remove comment,2017-09-29 22:35:41,sueann
556,remove comment,2017-09-29 22:35:47,sueann
557,remove comment,2017-09-29 22:35:52,sueann
558,"let's make this comment correct: ""Check that the given value is a :py:obj:`tf.contrib.training.HParams` object and return it. Raises an error if not.""",2017-09-29 22:37:26,sueann
559,we don't need this since `_check_is_tensor_name` is good enough,2017-09-29 22:40:21,sueann
560,the output is not used so don't return. ,2017-09-29 22:41:41,sueann
561,the output is not used so don't return,2017-09-29 22:42:37,sueann
562,not sure what the new name is conveying. why the change?,2017-09-29 22:44:44,sueann
563,let's try not to change existing code that is not relevant to the current PR unless it's really trivial (not just implementation but also the reason). it adds to the review & discussion time unnecessarily. ,2017-09-29 22:45:25,sueann
564,last step of this PR or in another PR? seems like a trivial change we can just make here intead of having to keep track of it for later.,2017-09-29 22:47:11,sueann
565,"I'm confused why this logic was changed. 
1/ does tf.Graph.get_tensor_by_name(tf.Tensor) return the Tensor?
2/ let's not change files that aren't being touched at all by the main objective of the PR as it increases the review time unnecessarily. you can make mini PRs for these if you really want.",2017-09-29 22:50:51,sueann
566,Did you run into a problem with tf_image.py in this PR or tests? Not sure why this change was made here.,2017-09-29 22:52:04,sueann
567,What happens with `inputTensor` if someone never uses setParams? Seems breakable.,2017-09-29 22:53:48,sueann
568,"This change was requested from a previous review comment. 
The original name was a bit confusing as this function itself is not a ""converter"",  but it builds a ""converter"" that checks if `value` is in the `supportedList`. 
The name was also suggested in the review comment. I usually take these type of suggestions.",2017-10-02 17:54:18,phi-dbq
569,The reason is any change takes a hour-long rebuild for Travis CI. It's reasonable to do code change first and then doc update when the code changes are accepted. ,2017-10-02 18:05:27,phi-dbq
570,"Previously, if anyone chose not to set `inputTensor` (either in the constructor or using the setter method), the default `utils.IMAGE_INPUT_PLACEHOLDER_NAME` will be used. (In fact, the default is always set to this value).

Later on, we will call `self.getGraph().get_tensor_by_name(tensor_name)`, in which case if the default value is used, will cause TensorFlow to throw an exception. 

It happens that all of our code set `inputTensor`. But if our users choose to use interact directly with `TFImageTransformer` and use the default, they will encounter that exception.  ",2017-10-02 18:16:29,phi-dbq
571,"1. `tf.Graph.get_tensor_by_name(tensor_name)` returns the tensor.  But it requires the tensor name, not the operation name. It eventually follows [this code path](https://github.com/tensorflow/tensorflow/blob/r1.3/tensorflow/python/framework/ops.py#L2771-L2782).
2. This kind of ""converter-return-single-type"" motif has been requested several times in the past PR comments. The changes needed to enforce it is rather small and not touching any core logic. ",2017-10-02 18:29:53,phi-dbq
572,"@phi-dbq as a general philosophy, code changes should always be coming with their documentation (unless there is a specific task to track the documentation) because wrong documentation is even worse than no documentation.",2017-10-02 18:53:57,thunterdb
573,"Sorry it's really hard to see previous comments in github. But regardless, `buildCheckList` doesn't invoke any sense to me that it's building one of these Converters that checks against a list. maybe `buildSupportedItemConverter` or `buildSupportedItemChecker`. Still would go with Converter because it's the common terminology in mllib for where these are used (as the last parameter ""TypeConverter"" in Param definitions).",2017-10-02 20:54:07,sueann
574,"I see what bug it was fixing, but in the future PLEASE put such unrelated changes in another PR. This kind of distraction causes delays in getting the PR in, as well as cause additional difficulties in debugging later on when trying to identify which PR a bug may come from. For example, most of my comments in this review round are about this file. In the future, I will ask you to break up the PR in such cases.",2017-10-02 21:00:38,sueann
575,Sorry I missed that `__init__` calls `setParams` so defaults should always be set and it's okay.,2017-10-02 21:05:34,sueann
576,"you can make the change in a later PR, but let's add that these are optional (they are, right?)",2017-10-04 17:35:13,sueann
577,`it's okay` -> `it is acceptable`,2017-10-14 01:21:16,thunterdb
578,return type,2017-10-19 00:42:39,thunterdb
579,also put `tgtChannels` in the text of the assertion,2017-10-19 00:43:09,thunterdb
580,can you separate the code that creates `BufferedImage` in a function? I am sure there will be other usages.,2017-10-19 00:44:01,thunterdb
581,this is going to do pattern matching and allocation of an object. You can define 3 `var`s instead.,2017-10-19 00:44:42,thunterdb
582,I wonder if you can create the color outside and just set the channels with getters.,2017-10-19 00:45:25,thunterdb
583,"same thing, can you separate this code in a function?",2017-10-19 00:46:00,thunterdb
584,"if you can, I wonder if there is a way not to allocate objects in the loop.",2017-10-19 00:46:25,thunterdb
585,`spark.ml.image`,2017-10-19 00:46:55,thunterdb
586,`null`? I wonder if we should carry it over instead. This is not specified in any case.,2017-10-19 00:47:30,thunterdb
587,"I cannot see the image, but are you sure they have a good license?",2017-10-19 00:48:04,thunterdb
588,"+1
Also, can we move srcChannels outside the while loop? If is determined per image, and matching them inside the loop incurs some overhead.",2017-10-19 01:24:41,phi-dbq
589,"Same as before, this test is better done outside the while-loop. 
And we should report the value of the faulty `srcChannels` parameter.",2017-10-19 01:26:00,phi-dbq
590,"I looked into it after we talked last week, and Color is immutable. I don't know why Color, or all things, is immutable in java...

I can replace `rgb = Color(red, green, blue).getRGB` with `rgb = (red << 16 | green << 8 | blue)`. But I think that's kinda gross.",2017-10-19 01:26:44,MrBago
591,"As we discussed offline, this might potentially have dependencies on the platform's GUI implementation, which might cause trouble if they are disabled in some deployments. ",2017-10-19 01:28:09,phi-dbq
592,done,2017-10-19 20:44:20,MrBago
593,done,2017-10-19 20:44:28,MrBago
594,done,2017-10-19 20:44:35,MrBago
595,done,2017-10-19 20:44:41,MrBago
596,"Color objects can't be re-used, the only way we can avoid create color objects is the manipulate the bits directly, ie `rgb = (red << 16 | green << 8 | blue)`.",2017-10-19 20:46:15,MrBago
597,"I don't think carrying over is the right thing to do, once we've manipulated it, this image is different than the one at `origin`. But, admittedly this really depends on what the purpose/definition of the origin field is :).",2017-10-19 20:49:36,MrBago
598,"I've dropped this raw files altogether, and switched to reusing images we already have in the repo.",2017-10-19 20:50:13,MrBago
599,done,2017-10-19 20:50:25,MrBago
600,"As we discussed offline, one concern of having this function is that it might depend on the underlying GUI rendering system. If such system is deliberately removed, it could fail. Could you please check at least if the Linux implementation has such dependencies? 

",2017-10-19 05:21:40,phi-dbq
601,Would the drawImage have any primary or secondary interaction with the framebuffer? ,2017-10-19 05:22:51,phi-dbq
602,"As we discussed this offline, can we add documentation for the implicit dependency on `spark.ml.image` ImageSchema?",2017-10-19 05:25:02,phi-dbq
603,"Let's refactor this code into two loops, one for `srcChannels == 1` and one for `srcChannels == 3`. 
This way we only have to deal with the condition once outside the loop, making the code more performant. ",2017-10-19 05:28:03,phi-dbq
604,"The contract, as I believe, is that `DeepImageFeaturizer` should behave the same whether we call it from Scala or from Python. Let's find out a way to make sure they do and add tests.
Thank you!",2017-10-19 05:29:54,phi-dbq
605,"There are quite a few round trips for the image bytes. 
If there is an existing library that does this efficiently (which I believe there is), I think it is worth it to incorporate it as a dependency. 

In addition, since we already depend on TensorFlow, we may consider reusing some of its image utilities.",2017-10-19 05:32:54,phi-dbq
